id	tweet	level 1	level2	level3	source
710741860222955520	"Piersilvio Berlusconi condannato a un anno e due mesi di carcere. ""Guardami papà!""
[@paniruro]"	VRAI	EXPLICIT	ANALOGY	Spinoza
710032765195055104	"Renzi: ""Le mie riforme un bacio all'Italia addormentata"". È il metodo Bill Cosby.
[@Giurgitte]"	VRAI	IMPLICIT	ANALOGY	Spinoza
709740140063821825	"Adinolfi: ""Kung fu Panda minaccia la famiglia tradizionale"". Di solito è la donna ad avere gli occhi neri. 
[@a_mazed7]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
709390644486258690	"Roma, Bertolaso porta 50.000 persone ai gazebo. All'Aquila c'era riuscito con i tendoni.
[@leomorabito]"	VRAI	EXPLICIT	ANALOGY	Spinoza
708639257154490370	"Salvini cancella un tweet che incitava a sparare ai giudici, poi si scusa: ""Lo staff ha sbagliato"". A cancellarlo.
[@maurofodaroni]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
708227232125337600	"Consigliere comunale M5S sorpreso a rubare negli armadietti della palestra. Li apriva come una scatoletta di tonno.
[@Goemon_SM]"	VRAI	IMPLICIT	ANALOGY	Spinoza
707239251549757440	"Putin: ""Le donne ci danno la vita"". Specialmente se fanno inchieste su di lui.
[@pirata_21]"	VRAI	IMPLICIT	OTHER	Spinoza
706931486105149440	"Gentiloni accoglie i due ostaggi italiani sopravvissuti: ""Chi non muore si rivede!""
[@montales1]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
706103674792185856	"Berlusconi: ""Per gli aquilani io e Bertolaso siamo come la Madonna e Gesù"". Inesistenti.
[malerba]"	VRAI	EXPLICIT	ANALOGY	Spinoza
705796231088447488	"L'Italia attende spiegazioni da così tanti paesi che comincio a pensare che le nostre richieste finiscano nello spam.
[@ilmagodifloz]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
705400967970361344	"Omicidio stradale, 18 anni di carcere a chi fugge. A questo punto conviene sparare ai testimoni.
[@goemon_sm]"	VRAI	EXPLICIT	HYPERBOLE	Spinoza
705119670899187712	"Al bar della Camera si dovrà pagare la consumazione in anticipo. Indignati i parlamentari: ""È contro natura!""
[@pirata_21]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
704695594749706241	"Sapendo come vanno le cose da quelle parti, tra poco il piccolo Tobia dovrebbe annunciare la scissione da Vendola.
[@MisterDonnie13]"	VRAI	IMPLICIT	ANALOGY	Spinoza
702930415611453441	"Alfano: ""Il limite della politica è la natura"". E il limite della natura è Alfano.
[pollo]"	VRAI	EXPLICIT	ANALOGY	Spinoza
701830330962079744	"Egitto, ricercatore italiano torturato a morte. Volevano farlo sentire a casa.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
701123861660745728	"Umberto Eco era un grande studioso del Medioevo. Che beffa andarsene proprio ora che stava tornando.
[@gmbugs]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
700321444186759168	"Il disegno di legge sulle unioni civili slitta di una settimana. Adesso siamo in ritardo di settant'anni e una settimana.
[@foisluca84]"	VRAI	EXPLICIT	OTHER	Spinoza
699605193739137024	"Ho capito che era successo qualcosa di brutto quando sono passato davanti al Pirellone e ho trovato tutte le finestre spente.
[@fdecollibus]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
697385924125192193	"Sallusti e Santanchè sono per le unioni naturali. Anche se non si direbbe.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	IMPLICIT	OTHER	Spinoza
697168044213342208	"La Pausini farà il tour degli stadi. Un po' come l'Inter.
[@straccameriggi_]"	VRAI	EXPLICIT	ANALOGY	Spinoza
697126204118298624	"Il Papa: ""Non confondiamo le unioni civili con i matrimoni"". Nel primo caso si continua a scopare.

[CONTINUA su https://t.co/5YjhdXaYuS]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
696616033600344064	"Primarie di Milano, Sala batte i due candidati di sinistra. La prossima volta proveranno con tre.
[@MisterDonnie13]"	VRAI	EXPLICIT	OTHER	Spinoza
696299117576900608	"Milano, grande affluenza di cinesi alle primarie Pd. Finalmente qualcosa di sinistra.
[guli1979]"	VRAI	IMPLICIT	ANALOGY	Spinoza
695617614484238336	"Sulla morte di Giulio Regeni l'Italia chiede all'Egitto indagini congiunte. Metti che alla fine i depistaggi non coincidano.
[@_edelman]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
695521767239114752	"Legge Cirinnà, dialogo tra M5S e Vaticano. Mi immagino quanta scienza.
[@pirata_21]"	VRAI	EXPLICIT	OTHER	Spinoza
695168543646707712	"Scilipoti legge i passi della Bibbia contro gli omosessuali. Chissà Dio cosa gli ha offerto in cambio.
[@fdecollibus]"	VRAI	IMPLICIT	RHETORICAL QUESTION	Spinoza
694813537852588032	"Avete notato? Sono già passati tre giorni, e sulla gravidanza della Meloni ancora non è arrivata alcuna rivendicazione.
[@leomorabito]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
694121768181747712	"Sanremo, esplode la villa in cui alloggiava Gabriel Garko. Ma niente, non cambia espressione nemmeno così.
[@Daniele_Zip]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
693387853582172161	"Maroni: ""Utilizzeremo le finestre del Pirellone per altre iniziative"". Come facevano alla questura di Milano.
[@pirata_21]"	VRAI	EXPLICIT	ANALOGY	Spinoza
692626363359039488	"Gli amici di Rouhani, per il suo compleanno, gli fanno la sorpresa della ragazza che entra nella torta.
[@MisterDonnie13]"	VRAI	IMPLICIT	OTHER	Spinoza
692035352488460289	"La figlia del marò Latorre è lesbica. Visto cosa succede quando manca la figura paterna?
[@dan11meancactus]"	VRAI	EXPLICIT	RHETORICAL QUESTION	Spinoza
691944490735669249	"Un fucile giocattolo riesce a seminare il panico. Speriamo funzioni anche con gli F-35.
[@frandiben]"	VRAI	IMPLICIT	ANALOGY	Spinoza
691647823771783168	"Accoltella il compagno della ex dopo averla invitata a ""C'è posta per te."" Quindi aveva già dato segni di squilibrio.
[@pirata_21]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
691310630712819712	"Io a quelli che sono contro le unioni omosessuali gli bloccherei la categoria ""lesbian"".
[@Daniele_Zip]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
690873831624409089	"Non male l'idea di usare un palazzo degli anni '50 per comunicare, con un sistema degli anni '10, un messaggio del 1200.
[@lowerome]"	VRAI	IMPLICIT	EUPHEMISM	Spinoza
690129610969866240	"Di omosessualità si discute in parlamento, in chiesa e ora anche nel calcio. A casa è ancora troppo pericoloso.
[@maurizioneri79]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
689441450505871360	"L'Alzheimer si può diagnosticare dall'odore delle urine. Soprattutto se l'odore arriva dalla teiera.
[@NaimaV]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
688691992105218048	"Unioni civili, Pd diviso tra il ""No"" e il ""Sia chiaro che ho un sacco di amici gay"".
[guli1979]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
687215900278288384	"Bergoglio presenta il suo libro: ""Nessun peccato è troppo grande per Dio"". E i cardinali dietro a battersi il cinque.
[@frandiben]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
686592679984115712	"Per rispetto verso la morte di David Bowie oggi le altre cose hanno smesso di succedere.
[@blogstark]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
685529532674260996	"Nuove misure sull'immigrazione: sui confini europei verrà scritto ""Per colpa di qualcuno non entra più nessuno"".
[@frandiben]"	VRAI	IMPLICIT	OTHER	Spinoza
685131655707799552	"Parigi, ucciso uomo con una cintura esplosiva finta. Ora lo aspettano 72 bambole gonfiabili.
[@venividi_wc]"	VRAI	IMPLICIT	ANALOGY	Spinoza
684771698265186304	"Ringraziamo la Corea del Nord per il tentativo ma niente, qui si continua a parlare di Checco Zalone.
[@MestMuttee]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
684746967235334144	"Presto un tweet potrà contenere fino a 10 mila caratteri. L'obiettivo è tenere occupato Renzi.
[@theliecoach]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
684446408297082882	"Roma, uomo nudo nella basilica di San Pietro. Continua il tour di Grignani.
[@pirata_21]"	VRAI	IMPLICIT	OTHER	Spinoza
683965267689472000	"Ilaria Cucchi posta la foto di un carabiniere indagato. Voleva sapere cosa si prova a stare dalla parte del torto.
[@7semola]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
683965267689472000	"La Rai si scusa dopo la diretta di capodanno. ""Amadeus era quello che costava meno"".
[@pirata_21]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
682538510725853184	"Mattarella stasera parlerà per la prima volta agli italiani. Hanno trovato l’interruttore.

[Il meglio del 2015, su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
682157391836770304	"Morto in un incidente il più stretto collaboratore di Kim Jong-un. Ora dovranno farlo sembrare un omicidio.
[@leomorabito]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
681851429246648320	"Salvini: ""Dei conigli si sono introdotti nella mia pagina Fb"". Ma era piena di merda anche prima.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	HYPERBOLE	Spinoza
681840428073771014	"Fine anno, Renzi parla all'Italia: ""Anche se restiamo soli io e te, per me va comunque benissimo"".
[@TheAubergine]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
681592468140343298	"Sandro Bondi: ""Vorrei essere dimenticato"". Ecco, hai rovinato tutto.
[@LaiMassimiliano]"	VRAI	EXPLICIT	OTHER	Spinoza
681535785468866560	"Salvini: “Il blocco del traffico è una cazzata”. A meno che non riguardi il Mediterraneo.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
681429257944449024	"Papa Francesco: ""Perdonare rende più pulito il mondo"". ""Poche storie, lei ha la targa dispari"".
[karmax]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
680814211782565890	"È morto l'uomo più grasso del mondo. Peccato perché dal 7 gennaio sarebbe andato in palestra.
[@pirata_21]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
680341102457655296	"Il Papa: ""Gesù invita alla sobrietà"". Da oggi chinotto in tutte le messe.
[@blogstark]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
679999611847733248	"Il marò Latorre: ""Essere in Italia non esime da sofferenze"". Ha messo Canale 5 di pomeriggio.
[@pirata_21]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
677774351870087168	"Sgarbi ricoverato d'urgenza a Modena: ""Ero a mezz'ora dalla morte"". Bel modo di definire Piacenza.
[@fdecollibus]"	VRAI	EXPLICIT	ANALOGY	Spinoza
677131469010137088	"Gelli dichiarò che sarebbe morto fascista. Ci teneva che festeggiassimo due volte. 
[@Goemon_SM]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
676746831800500224	"Renzi: ""Speculare su un morto fa schifo"". Finalmente una presa di posizione sul Giubileo.
[acid rain]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
676082656531111936	"Samantha Cristoforetti non va alla Leopolda. Sa già che non c'è vita.
[@Milingopapa]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
676010272939778048	"Arabia Saudita, elette quattro donne. Ora vai a capire quali.
[@pirata_21]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
674543896152641536	"Il Papa si ferma a parlare con gli invalidi. ""Come vi trovate con Mihajlovic?""
[@Fedeok7]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
673096195951185921	"Esce il film su papa Francesco. Preceduto dal corto su papa Luciani.
[@Goemon_SM]"	VRAI	IMPLICIT	OTHER	Spinoza
672104992468295680	"Il Papa: ""I preservativi? Il vero problema dell'Africa è la malnutrizione"". Storica apertura all'ingoio.
[@MisterDonnie13]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
671987626367414272	"L'Inps: ""I trentenni andranno in pensione a 75 anni"". Quindi da vecchi i cantieri li vedremo da dentro.
[@theliecoach]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
671739518760960001	"Ok al crocifisso nelle aule scolastiche, purché non sbuffi durante l'ora di scienze.
[@frandiben]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
671646326472450048	"Metal detector in Vaticano. Finalmente li vedremo svuotare le tasche.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
671408293580038145	"Roma sarà No fly zone per tutto il Giubileo. Se poi arriva Gesù si attacca al cazzo.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
671349493892255744	"Salvini all'Isis: ""Ho fatto un anno di servizio miltare"". Aggiungi un anno di judo e si arrendono.

[CONTINUA su https://t.co/oDPUtx2DvV]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
671288801583620096	"Isis, un'intercettazione semina il panico. ""Cosa fate a capodanno?""
[@lefasanate]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
670685987731820544	"Ucciso il leader degli avvocati curdi. Tanto gli erano rimasti pochi clienti.
[arthur rombò]"	VRAI	EXPLICIT	EUPHEMISM	Spinoza
669559243364790272	"Presentata la nuova Fiat Tipo prodotta in Turchia. Ah no, sono i resti dell'aereo.
[@blogstark]"	VRAI	EXPLICIT	EX: CONTEXT SHIFT	Spinoza
669169913144197120	"Per spiegare a mia nonna che cosa sta succedendo le ho detto che hanno sparato all'arciduca Francesco Ferdinando.
[@gmbugs]"	VRAI	IMPLICIT	HYPERBOLE	Spinoza
669132760657825792	"La Turchia abbatte un aereo russo. E finalmente Erdogan ce lo siamo tolto dalle palle.
[@Daniele_Zip]"	VRAI	IMPLICIT	OTHER	Spinoza
668858911055872004	"Facciamo che ""Il Papa prega per la pace"" lo diamo per scontato ed evitiamo di ricordarlo in ogni tg?
[@frandiben]"	VRAI	EXPLICIT	RHETORICAL QUESTION	Spinoza
668741602848989184	"A Bruxelles chiusi cinema, teatri e molti ristoranti. Per far sentire l'Isis come a casa.
[@gmbugs]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
668025009059835904	"Allarme a Milano: trovata in via Montenapoleone una busta Oviesse.
[@serena_gandhi]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
667772901546967041	"Sono riusciti a cambiare le nostre abitudini. Siamo al punto che se lasci la borsa su una panchina non la prende nessuno.
[@maurizioneri79]"	VRAI	EXPLICIT	OTHER	Spinoza
667683482454368256	"Attacco di estremisti in Mali. Si temono estremi rimedi.
[@montales1]"	VRAI	EXPLICIT	OTHER	Spinoza
667251900107067392	"Agnese Renzi tampona un camion. Urlando ""Matteo è grande!""
[@Rego_tweet]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
667010602334818304	"Anche una donna si fa saltare in aria. È la versione terrorista di ""No, niente"".
[@batduccio]"	VRAI	IMPLICIT	OTHER	Spinoza
666227020112797697	"Di uno dei kamikaze di Parigi è rimasto solo un dito. E tutti stanno guardando quello.
[@Goemon_SM]"	VRAI	EXPLICIT	OTHER	Spinoza
665873313751801856	"Alfano in tv rassicura gli italiani: ""Da noi non c'è nessuna Parigi"".
[giga]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
665545656346505217	"Stavo per farmi un bidet, poi mi hanno fermato ricordandomi che siamo di nuovo tutti francesi.
[@Cinimaniaco]"	VRAI	IMPLICIT	IM:FALSE ASSERTION	Spinoza
665496662488543232	"Se Allah esistesse veramente, oggi sarebbe piccolissimo.
[acid rain]"	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Spinoza
665122387998973952	"L'ex abate di Montecassino assumeva ecstasy. Se ricordo come funziona, ora bisogna chiudere l'abbazia.
[@MisterDonnie13]"	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Spinoza
133849038243110912	[News] Mario Monti a capo del Governo tecnico? Come avere un marziano a Roma http://t.co/AXBIpvL7	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134341884591083521	Secondo me nel governo #Monti ci mettono pure Bini Smaghi. Così Sarkozy e' contento. E poi basta, pero'.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
134375354855997440	Governo Monti Python?	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134388731259006976	Mario Monti? non era il nome di un antipasto? #FullMonti #laresadeiconti #elezioni #308	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
134400875954315264	Merkel, Sarkozy, ti sorridono i #Mario Monti... Merkel, Sarkozy, le caprette ti fanno ciao	VRAI	IMPLICIT	ANALOGY	Sentipolc14
134403213712560128	Vedo che la gente sta accogliendo Mario Monti come fosse il Messia. Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli!	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
134429795860758530	@masechi Si è già assistito a Porta a Porta alla simulazione di un governo Monti con ministri La Russa e Bindi. Aberrazione audiovisiva.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
134559889413509120	arriva Mario #Monti: pronti a mettere tutti il grembiulino?	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
134563814925549568	Di Pietro dice no al governo Monti, mi sembra già di rivedere l'Ulivo e la sua simpatica caciara @Idvstaff #FullMonti	VRAI	IMPLICIT	ANALOGY	Sentipolc14
134570389690003456	Mario, Monti sulla #cadrega	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
134600925070368768	Berlusconi dice sì al governo Monti. Del resto, è un'ammucchiata. #fb	VRAI	IMPLICIT	HYPERBOLE	Sentipolc14
134604963061039105	Da mesi protestiamo e chiediamo mari e monti, non Mario #Monti capo del governo. #elezioni subito	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134613359151693826	Gelmini,brunetta,sacconi,rotondi,gli ex an uscirebbero dal pdl in caso governo monti,il solito culo di b che se ne libererebbe finalmente!	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
134685200977362944	http://t.co/MXOON3vY ihihihi vai col Governo Monti, ministro all'economia Laura Pausini (come sono bravo a usare i #TT mammamà...)	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
134711722924711938	Totoministri per il governo Monti: Gelmini ai lavori pubblici, farà il tunnel dei neutrini!	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
134716785390923777	@specchionero Mario Monti, Manco Morti, non ti piace? :P	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
134730612593532928	pieni poteri a Mario Monti. In effetti quale governo può essere più appropriato di un Full Monty x questo paese (ispired by @ossimorobiondo)	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134737200515514368	caro Mario Monti,se vai su e sistemi un pò di robe ricordati di mettere via I strada a senso unico e della nuova piscina alla Trave...	VRAI	EXPLICIT	OTHER	Sentipolc14
134743970776485890	Il governo #Monti mi ricorda la corazzata kotiokmin	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134750320298430464	Giuliano Amato ministro nel governo Monti? Ma che roba è l'Italia, una cazzo di macchina del tempo? Si va sempre indietro e mai avanti.	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
134760365971079168	Governo #Monti: il #Pd ha l'occasione per diventare finalmente il Pd http://t.co/dcDBC6Bn Ottimo @smenichini	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
134763379175866369	Dice che se il prossimo governo #Monti non te convince, sei anti-italiano e non vuoi bene manco a #Napolitano... e manco a Gesù.	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
134896493487333376	#fatepresto si ma non a pene di segugio! Governo #Monti istituzionale ma che i ministri siano tecnici competenti e non di #casta	VRAI	EXPLICIT	OTHER	Sentipolc14
134945200278745088	@SBartezzaghi: #anagr #comedire MARIO MONTI Ampio è lo spread, imperioso è il richiamo: / vada al governo, così RIMONTIAMO.	VRAI	IMPLICIT	OTHER	Sentipolc14
134946044822818816	Mario Monti il messia, accolto in Senato da un lungo applauso: Mario Monti, il messia italiano, è stato accolto... http://t.co/lKtUlE3s	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
134948453947158528	anagrammando Mario Monti noi #rimontiamo. Spread 480, la borsa rifiata e il mio mal di gola migliora.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
134978070271635456	Fantagoverno. Fabio Volo, Giovanni Sartori, Roberto Saviano: ecco il governo dei Migliori Mario Monti... http://t.co/lGU6FMg1	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
135269047536324608	#rimontiamo Bisognerebbe essere veri banditi per sabotare un governo Monti . I requisiti ci sono (Ellekappa)	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
135339838294589440	governo monti con gianni letta, pd perplesso. Ma che vogliono? Non esagerate sennò ci mettiamo @matteorenzi	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
135365125057150976	Bersani al gruppo sintetizza la linea rispetto al governo monti: o si va a messa o si sta a casa.Noi andiamo a messa per il bene dell'italia	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
135386394792173568	@Rainews24: Pausa in albergo per il senatore a vita, Mario Monti, dopo la colazione di lavoro con Berlusconi. PRANZO PESANTE #finecorsa	VRAI	IMPLICIT	ANALOGY	Sentipolc14
135398924075810817	Intanto Bersani dice che il Governo Monti non rappresenterebbe la sconfitta della politica ma o si va a messa, o si sta a casa #giaguari	VRAI	IMPLICIT	OTHER	Sentipolc14
135430946253049856	#rimontiamo Governo #Monti fatto di soli tecnici . Amato agli Esteri...cos'è che non mi torna? #settevitecomeigatti	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
135465235623587843	Vi immaginate se stanotte a Mario Monti gli prende un coccolone ma a non muore, si riduce come Bossi? #aeiouy #capodannoitaliano	VRAI	EXPLICIT	ANALOGY	Sentipolc14
135466132927807488	E vai adesso con Mario Monti/Superman, crisi finita, stipendi in aumento, e riforme. Grazie Stato! Se non ci fossi bisognerebbe inventarti!	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
135664015471943680	@Linkiesta: Raffaele Lombardo appoggia il governo Monti e chiede ai giornalisti: domande? 1: licenzierete un po' di gente in regione?	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
136008108160991232	Ho molta fiducia nel nuovo Governo Monti. Più o meno la stessa che ripongo in mia madre che tenta di inviare un'email.	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
136040029683322882	Mario Monti nativo digitale? @riccardowired #hbw2011	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
136109253743218688	La Cisl ''sosterrà a piene mani'' il governo Monti. Adesso ho paura davvero #oramonti	VRAI	IMPLICIT	HYPERBOLE	Sentipolc14
136171493339041792	Panico al Tg1: ma chi caxxo è Mario Monti? http://t.co/Jc8mQpYo via @giornalettismo	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136176171556667392	Botta di ottimismo a #lInfedele: Governo Monti, o la va o la spacca.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
136339007066996736	Mario Monti ha detto che sarà un periodo di sacrifici...e te pareva... @NicoSavi @triomedusa @sarofiorello	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136341205150732288	Governo Monti: aspetta e spread il titolo di oggi di #agorarai ci piace, tipo scarrafone ecc. ecc.	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136370998890078208	Speriamo che non ci Monti tutti... Almeno Berlusca era etero... #governo #monti #berlusconi #oramonti #ilpiùgrandespettacolodopoilweekend	VRAI	IMPLICIT	HYPERBOLE	Sentipolc14
136537548993478656	Su rai1 la partita dell'Italia non è criptata per gli utenti SKY: il primo vero effetto del governo monti?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136551902199558144	ma scusate quanta incoerenza e ambiguità ci possono stare in uno che si chiama mario monti?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136718063306412032	Indiscrezioni Governo Monti: Passera per lo sviluppo pare sia una richiesta particolare di Berlusconi.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
136746086906855424	Mario Monti ha lasciato il suo albergo a Monti ...ma sti giornalisti ogni tanto non si vergognano?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136759756760154112	@francescocosta: «Che mi chiami Marione proprio non lo sopporto» (qualche aneddoto su Mario Monti) http://t.co/foic31ZS @bosconauta	VRAI	EXPLICIT	OTHER	Sentipolc14
136772978116542465	Ornaghi, Cancellieri e Severino. Il Governo #Monti preannunciato dagli studenti. Come i temi della maturità	VRAI	EXPLICIT	ANALOGY	Sentipolc14
136779421959991296	@flavia_marzano Mario Monti dice le parolacce	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
